Date,Time,CategoryA,CategoryB,Borrowing,Directions,Equipment,Referral,Reference,Other,Catalogue
12/21/2017,8am-10am,,,,,,,,,
12/21/2017,10am-12pm,,,,,,,,,
12/21/2017,10am-12pm,,,,,,,,21,
12/21/2017,12pm-2pm,11,,,,,,,,
12/21/2017,12pm-2pm,25,,,,,21,,,
12/21/2017,12pm-2pm,10,,,,22,24,,20,
12/21/2017,2pm-4pm,15,,6,,27,,,,2
12/21/2017,2pm-4pm,,,,,,21,,,
12/22/2017,8am-10am,,,,,,12,,,
12/22/2017,10am-12pm,,,37,,,,,,
12/22/2017,10am-12pm,,,,,,,,36,
12/22/2017,12pm-2pm,14,39,,,,,,,
12/22/2017,12pm-2pm,,,31,,14,,,1,
12/22/2017,2pm-4pm,,,,,,,3,,
12/22/2017,4pm-6pm,,,,,,,,,
12/22/2017,2pm-4pm,,,,,,14,31,,
12/23/2017,8am-10am,,,,,,15,,,
12/23/2017,8am-10am,,,,,,,,,
12/23/2017,10am-12pm,,,37,,,,15,,
12/23/2017,10am-12pm,,5,21,,8,5,30,,
12/23/2017,12pm-2pm,,,,,,,,,32
12/23/2017,12pm-2pm,,,,,,,,,
12/23/2017,2pm-4pm,,,,,,33,,,9
12/23/2017,4pm-6pm,,,,,,20,,,18
12/23/2017,4pm-6pm,,,,37,,,,,
12/23/2017,4pm-6pm,,,,,,,,,
12/23/2017,6pm-8pm,,,,14,,,,,
12/24/2017,8am-10am,,,,,13,,17,,
12/24/2017,8am-10am,,,,,,7,,,
12/24/2017,10am-12pm,,0,,,36,,,,
12/24/2017,10am-12pm,,,,,,19,7,,23
12/24/2017,12pm-2pm,23,,,,25,5,28,,28
12/24/2017,12pm-2pm,,,,,,,,,
12/24/2017,2pm-4pm,,,,,,,,,15
12/24/2017,2pm-4pm,,,20,,,,15,,7
12/24/2017,4pm-6pm,5,,,,,,,,10
12/24/2017,6pm-8pm,,,,,,,,31,
12/25/2017,8am-10am,,36,,,,,,,
12/25/2017,8am-10am,,24,20,,,,,,
12/25/2017,10am-12pm,,,,,,,,,
12/25/2017,10am-12pm,,,,,14,,18,,
12/25/2017,12pm-2pm,,,,,,,,39,
12/25/2017,12pm-2pm,,,,,,22,7,,8
12/25/2017,12pm-2pm,3,,,,,,15,,
12/25/2017,12pm-2pm,26,,,,,,,,
12/25/2017,2pm-4pm,,,38,,,,,,
12/25/2017,2pm-4pm,,,,,23,,,,
12/25/2017,4pm-6pm,,,,,,,,,37
12/25/2017,6pm-8pm,,37,7,,,26,,37,
12/26/2017,8am-10am,,,,,,,,38,
12/26/2017,10am-12pm,,,,11,14,,,17,
12/26/2017,10am-12pm,,,,,17,,7,28,
12/26/2017,12pm-2pm,,,30,,,,,,
12/26/2017,12pm-2pm,,,,17,16,,,5,
12/26/2017,2pm-4pm,,,,,,,,6,
12/26/2017,2pm-4pm,,,,,,,,2,
12/26/2017,4pm-6pm,18,,,29,,,,,7
12/26/2017,4pm-6pm,,,,,,,,28,
12/26/2017,6pm-8pm,,,,,,,,,
12/26/2017,6pm-8pm,,3,25,,,,,,
12/27/2017,8am-10am,31,,29,39,,,,,
12/27/2017,8am-10am,,,7,,,,,,
12/27/2017,10am-12pm,10,,,25,,,,36,
12/27/2017,10am-12pm,,36,,,,,,,
12/27/2017,12pm-2pm,,,,,,,,4,32
12/27/2017,2pm-4pm,,,32,1,,,,15,
12/27/2017,4pm-6pm,,14,,,5,,,,
12/27/2017,4pm-6pm,,,23,,,,,,
12/27/2017,6pm-8pm,11,,,39,,,,35,3
12/27/2017,6pm-8pm,,,,31,,,,,
12/28/2017,8am-10am,,,,,,35,,,27
12/28/2017,10am-12pm,,,,34,4,,,,15
12/28/2017,8am-10am,,,23,,,,,34,
12/28/2017,10am-12pm,,,,,22,33,,,29
12/28/2017,12pm-2pm,,24,,,,16,,,
12/28/2017,12pm-2pm,,,,,,,,,
12/28/2017,12pm-2pm,,,,17,,,,,
12/28/2017,2pm-4pm,,,,,,8,,,27
12/28/2017,2pm-4pm,,,,,,34,,37,
12/28/2017,4pm-6pm,,,,,36,37,,,20
12/28/2017,4pm-6pm,,,,,,,,,
12/29/2017,10am-12pm,,,,,,,,,
12/29/2017,8am-10am,,,,,,21,13,24,
12/29/2017,10am-12pm,,,,,,,,,30
12/29/2017,12pm-2pm,,,,,,,,,
12/29/2017,12pm-2pm,,28,,,,,,,
12/29/2017,12pm-2pm,31,34,,16,,,,,
12/29/2017,2pm-4pm,,,,,,,,,
12/29/2017,2pm-4pm,29,,,24,,,,,
12/29/2017,4pm-6pm,,,,,,37,,,
12/29/2017,4pm-6pm,,,37,,29,31,,,31
12/30/2017,8am-10am,,,,,,30,,,
12/30/2017,8am-10am,,,,,5,,,,17
12/30/2017,10am-12pm,38,,,,,,,,32
12/30/2017,10am-12pm,29,1,,,39,,31,,
12/30/2017,12pm-2pm,,21,26,,,,18,,
12/30/2017,2pm-4pm,,36,13,,,,,,
12/30/2017,4pm-6pm,20,,,,,,,,
12/30/2017,2pm-4pm,,,,,,,,,
12/30/2017,6pm-8pm,,,,,,,,,
12/30/2017,6pm-8pm,,,9,,,15,16,,
12/31/2017,8am-10am,,,21,,,20,,,3
12/31/2017,8am-10am,,,,,,28,,,
12/31/2017,10am-12pm,,,,,3,35,,,15
12/31/2017,10am-12pm,,,,,,,32,,
12/31/2017,12pm-2pm,,,,34,8,,,,
12/31/2017,12pm-2pm,,19,,,22,24,,,
12/31/2017,2pm-4pm,,,7,,,,,,
12/31/2017,4pm-6pm,,,37,,,,15,,
12/31/2017,6pm-8pm,,,,,,,,,
1/1/2018,8am-10am,,,8,,,28,,,
1/1/2018,8am-10am,,,7,,33,31,,,
1/1/2018,10am-12pm,,,,,,,8,,
1/1/2018,10am-12pm,,,,0,,,,,
1/1/2018,12pm-2pm,,,,23,,,,,
1/1/2018,2pm-4pm,,,,,,,,,
1/1/2018,4pm-6pm,,,9,,,,,,
1/1/2018,6pm-8pm,,23,,,,,,,
1/2/2018,8am-10am,,,,,,,,,
1/2/2018,8am-10am,,3,,29,,,,,
1/2/2018,10am-12pm,,,,,,,,,
1/2/2018,10am-12pm,,,,,10,,,,36
1/2/2018,12pm-2pm,,,,,,,,,
1/2/2018,12pm-2pm,,,,24,39,11,,,
12/3/2017,2pm-4pm,,,,,,11,,,
1/2/2018,4pm-6pm,,,8,,,,,,
1/2/2018,2pm-4pm,,27,,,,,,,
1/2/2018,4pm-6pm,27,,,,,30,14,13,
1/2/2018,4pm-6pm,,,,,,,26,,
1/2/2018,6pm-8pm,3,6,,,23,,,,
1/2/2018,6pm-8pm,,,,,,,,,
1/3/2018,8am-10am,,11,,,,,9,,
1/3/2018,8am-10am,,,6,,,,25,,
1/3/2018,10am-12pm,37,,,9,39,,,,
1/3/2018,12pm-2pm,,,,0,,,,18,
1/3/2018,12pm-2pm,,,,,,,,3,
1/3/2018,2pm-4pm,,,,,,39,,,
12/4/2017,4pm-6pm,,,,,2,,18,7,
1/3/2018,4pm-6pm,,,21,4,,,,,
1/4/2018,8am-10am,,,,,,8,26,,22
1/3/2018,6pm-8pm,,,,27,,,23,,
12/4/2017,6pm-8pm,,,,,,,,,
1/4/2018,10am-12pm,,14,,,,,,,
1/4/2018,12pm-2pm,23,,,,,,,13,
1/5/2018,8am-10am,,,,,,,,17,
1/5/2018,10am-12pm,,,,,,,,,
1/5/2018,8am-10am,,,,19,18,,,,26
1/5/2018,10am-12pm,,,29,,5,,,,
1/5/2018,12pm-2pm,,17,,32,22,,,,
1/5/2018,12pm-2pm,,21,,,,,,22,
1/5/2018,2pm-4pm,7,,,,35,,,,
1/5/2018,2pm-4pm,,,34,,,,12,18,
1/5/2018,4pm-6pm,,,,38,,,,,
1/6/2018,8am-10am,,,13,32,,,,,
1/6/2018,8am-10am,,,,,,,,,
1/6/2018,10am-12pm,,16,,,,,,,
1/6/2018,10am-12pm,,,,,25,,,,
1/6/2018,12pm-2pm,,,7,,3,,,4,
1/6/2018,12pm-2pm,,,,,,,,,27
1/6/2018,2pm-4pm,,17,,,,,,31,13
1/6/2018,2pm-4pm,,,,,,,,,8
1/6/2018,2pm-4pm,,,5,,,12,,,
1/6/2018,4pm-6pm,35,,,,,,31,11,
1/6/2018,4pm-6pm,,,,,,10,,,
1/6/2018,6pm-8pm,,,31,10,,,,8,
1/7/2018,8am-10am,,,,9,,,25,,19
1/7/2018,8am-10am,,,,,,,,,28
1/7/2018,10am-12pm,,,,11,,,,,
1/7/2018,12pm-2pm,,6,,,,,,16,
1/7/2018,12pm-2pm,,,,,,,,,
1/7/2018,2pm-4pm,,,,,,1,,,
1/7/2018,2pm-4pm,,,,,,,,36,
1/7/2018,4pm-6pm,32,,,,,,,3,
1/7/2018,4pm-6pm,,12,,,,,33,,
1/7/2018,6pm-8pm,,,,,,,,,
1/8/2018,8am-10am,,,,,,36,,,15
1/8/2018,8am-10am,22,,13,,,,,,
1/8/2018,10am-12pm,,18,,,27,,24,,
1/8/2018,10am-12pm,,,,23,23,,,,
1/8/2018,12pm-2pm,4,,,,,,,,
1/8/2018,12pm-2pm,20,,,32,,,,,
1/8/2018,2pm-4pm,,,,14,,,,,29
1/8/2018,2pm-4pm,,17,,,,,,,
1/8/2018,4pm-6pm,,17,,,32,,,,
1/8/2018,6pm-8pm,,,,,,,,,
1/9/2018,8am-10am,,,,,,,,,
1/9/2018,10am-12pm,,,,,,,,,23
1/9/2018,8am-10am,29,,,,13,,,,
1/9/2018,10am-12pm,,,,,,,,,23
1/9/2018,12pm-2pm,,,,,,,,,39
1/9/2018,12pm-2pm,,,,37,,10,,,
1/9/2018,2pm-4pm,,,,,,,,,
1/9/2018,2pm-4pm,25,19,,,,,,,
1/9/2018,4pm-6pm,,35,,10,30,,,,
1/9/2018,4pm-6pm,,,,,3,,,,
1/9/2018,6pm-8pm,,,,,,,,,
1/9/2018,6pm-8pm,,,30,1,,7,,,
1/10/2018,8am-10am,,,,,,,,,
1/10/2018,10am-12pm,,24,,,38,,,,
1/10/2018,12pm-2pm,,,,,5,,,,
1/10/2018,12pm-2pm,,,34,,,,,,
1/10/2018,2pm-4pm,,,,,34,,2,,
1/10/2018,2pm-4pm,36,,,,15,,3,16,
1/10/2018,4pm-6pm,,,,,,,,,
1/10/2018,4pm-6pm,,,,,,,,,9
1/10/2018,6pm-8pm,,30,,,,,,35,
1/10/2018,6pm-8pm,,,,,,10,,,
1/11/2018,8am-10am,,11,,,,,,7,
1/11/2018,10am-12pm,,,21,,,,,,
1/11/2018,12pm-2pm,,37,,,,,,,
1/11/2018,10am-12pm,,,,,,,,13,
1/11/2018,12pm-2pm,,,,,,0,,,
1/11/2018,2pm-4pm,,9,,,7,,9,,
1/11/2018,2pm-4pm,,,,39,,39,17,,3
1/11/2018,4pm-6pm,,,2,,,,,,
1/12/2018,10am-12pm,,,,,6,,,,
1/12/2018,12pm-2pm,,,,,,,,24,
1/12/2018,8am-10am,,37,,,,,,,
1/12/2018,2pm-4pm,,,,,39,,,,
1/13/2018,8am-10am,0,,20,,,,23,,
1/13/2018,8am-10am,,,,,,,,,
1/13/2018,10am-12pm,,,,,,,,,
1/13/2018,12pm-2pm,,,,,,,,,
1/13/2018,2pm-4pm,33,8,27,,,,3,,
1/13/2018,4pm-6pm,30,29,,10,15,,,34,
1/13/2018,6pm-8pm,0,,,16,,,25,,
1/14/2018,8am-10am,,,,,,9,,34,
1/14/2018,8am-10am,8,,,,,,,,
1/14/2018,10am-12pm,,11,,34,,,,,
1/14/2018,10am-12pm,,,,,,,,,
1/14/2018,12pm-2pm,6,,,,15,,,,
1/14/2018,12pm-2pm,23,,,,,,,,
1/14/2018,2pm-4pm,38,,37,,7,,,,
1/14/2018,2pm-4pm,,,,,32,,,,
1/14/2018,4pm-6pm,,,,,,30,,,
1/14/2018,6pm-8pm,,,,,,,,,2
1/14/2018,4pm-6pm,,,,,,,,,
1/14/2018,6pm-8pm,,,,,,,,,
1/15/2018,8am-10am,,,,11,,,,,
1/15/2018,8am-10am,,,,,,,,32,
1/15/2018,10am-12pm,26,8,,,,39,31,,
1/15/2018,10am-12pm,,12,,,,7,,20,28
1/15/2018,12pm-2pm,29,,,,,,26,,
1/15/2018,12pm-2pm,,,,,,,,,
1/15/2018,2pm-4pm,,,27,,,,,,
1/15/2018,2pm-4pm,,,,31,4,32,,,
1/15/2018,4pm-6pm,28,,,,,,,37,
1/15/2018,6pm-8pm,,,,,,,,,
1/16/2018,8am-10am,,,,9,,,20,,
1/16/2018,8am-10am,,,2,,,,,39,
1/16/2018,10am-12pm,,,,,,,,,
1/16/2018,10am-12pm,,11,5,32,,7,3,,31
1/16/2018,12pm-2pm,,7,,31,,,,,
1/16/2018,12pm-2pm,,,16,,,,,,
1/16/2018,2pm-4pm,,,,6,,,37,28,
1/16/2018,2pm-4pm,,,,19,,35,11,,
1/16/2018,4pm-6pm,,,,,,25,,,
1/16/2018,4pm-6pm,,,,25,18,,,,0
1/16/2018,6pm-8pm,,,,,,,,,13
1/16/2018,6pm-8pm,39,35,36,,31,6,,,
1/17/2018,8am-10am,,,15,,,,,,
1/17/2018,8am-10am,,,,,,25,,19,18
1/17/2018,8am-10am,,,,,,10,,,
1/17/2018,10am-12pm,,,,,,,,,
1/17/2018,12pm-2pm,,,,,36,,31,,
1/17/2018,12pm-2pm,,18,,,,,,,
1/17/2018,2pm-4pm,16,,,,,,,,33
1/17/2018,2pm-4pm,,,5,5,31,,,,
1/17/2018,4pm-6pm,32,,37,,,35,,23,
1/17/2018,4pm-6pm,27,31,,32,3,,,,
1/17/2018,6pm-8pm,32,,,,,6,,36,
1/17/2018,6pm-8pm,,,,,11,,,,
1/18/2018,8am-10am,39,14,,,,,,,
1/18/2018,8am-10am,,,,,,,,,38
1/18/2018,10am-12pm,,15,,,,,29,,
1/18/2018,10am-12pm,4,,,,,,,17,
1/18/2018,12pm-2pm,,,,,,,,,35
1/18/2018,12pm-2pm,,,,,25,,34,,
1/18/2018,2pm-4pm,21,,,,33,,,,
1/19/2018,8am-10am,30,,19,0,32,,,,
1/19/2018,10am-12pm,,,,,,,,,
1/19/2018,12pm-2pm,15,,,,,38,29,,
1/19/2018,12pm-2pm,,,6,30,,,,,
1/19/2018,2pm-4pm,,,,38,,,,,
1/19/2018,2pm-4pm,,,28,,28,6,,,
1/19/2018,4pm-6pm,,,,,,,,9,
1/20/2018,8am-10am,,,,,10,,5,1,
1/20/2018,8am-10am,35,,,,,,32,,
1/20/2018,10am-12pm,11,,0,17,,,,,
1/20/2018,10am-12pm,1,,,,,,4,,
1/20/2018,12pm-2pm,,30,,25,20,,28,,
1/20/2018,2pm-4pm,,,,,,,,,
1/20/2018,4pm-6pm,,20,,,,,,,
1/20/2018,6pm-8pm,,35,23,,,,,,
1/20/2018,4pm-6pm,4,,,,18,,,12,
1/21/2018,8am-10am,,35,,,20,24,21,,
1/21/2018,8am-10am,31,,15,,38,,,,15
1/21/2018,10am-12pm,,,,,30,,,,
1/21/2018,10am-12pm,,,,,,,,,10
1/21/2018,12pm-2pm,,,,22,2,,,,32
1/21/2018,2pm-4pm,14,,,,,5,,,
1/21/2018,12pm-2pm,,,,,,,,,
1/21/2018,2pm-4pm,,,10,,,,11,,3
1/21/2018,4pm-6pm,,,32,,,2,,,31
1/21/2018,4pm-6pm,,,,9,,23,21,11,
1/21/2018,6pm-8pm,,,,,,,,14,
1/22/2018,8am-10am,24,,,,,,,,
1/22/2018,8am-10am,,,,,17,18,20,,
1/22/2018,10am-12pm,,,,,,,,,
1/22/2018,10am-12pm,,,,,,,,,
1/22/2018,12pm-2pm,,,,,,,,,
1/22/2018,2pm-4pm,26,,,,,,,8,
1/23/2018,8am-10am,15,,,,,,4,,
1/23/2018,8am-10am,,23,,,,,,,
1/23/2018,10am-12pm,,,,,,,,,
1/23/2018,10am-12pm,,,,,,,2,20,
1/23/2018,12pm-2pm,,,,,,,,,5
1/23/2018,2pm-4pm,,,37,,,,33,,
1/23/2018,4pm-6pm,36,,,,,,,2,8
1/23/2018,4pm-6pm,,,,,,,,,
1/23/2018,6pm-8pm,,,,,,,,,
1/23/2018,6pm-8pm,,,,,,,,22,
1/24/2018,8am-10am,,,,,37,,,,
1/24/2018,10am-12pm,,,,,,,,,
1/24/2018,12pm-2pm,,9,,,,7,,,
1/24/2018,12pm-2pm,,,,,,9,34,,
1/24/2018,2pm-4pm,,,,,,,,,
1/24/2018,2pm-4pm,11,,,,,,,,
1/24/2018,4pm-6pm,,1,,,32,4,,,
1/24/2018,4pm-6pm,25,,,,,,,,25
1/24/2018,6pm-8pm,,,,6,20,,,,
1/24/2018,6pm-8pm,,,17,,,,,6,
1/25/2018,8am-10am,,,,,,,,,
1/25/2018,10am-12pm,,4,,24,,,,,
1/25/2018,12pm-2pm,,,,,,,,,
1/24/2018,2pm-4pm,,,,,,,,,
1/25/2018,4pm-6pm,,,,,,,,,
1/25/2018,8am-10am,,36,6,,,,0,,
1/25/2018,10am-12pm,,,20,,,,,,
1/25/2018,4pm-6pm,,12,,,37,34,,30,
1/26/2018,8am-10am,,,3,,,32,,,
1/28/2018,10am-12pm,1,,11,,34,,1,,
1/26/2018,10am-12pm,,,,,14,21,,,
1/26/2018,8am-10am,,5,34,,,38,,,
1/26/2018,12pm-2pm,,,13,,,,,,
1/26/2018,12pm-2pm,38,,,,13,0,,,
1/26/2018,2pm-4pm,,,35,,,,,,
1/26/2018,4pm-6pm,18,,,,25,,36,,
1/26/2018,2pm-4pm,,25,,,,,,,
1/26/2018,4pm-6pm,,21,,,,,,17,
1/27/2018,8am-10am,,22,,28,,,,,
1/27/2018,8am-10am,10,17,,,,,,,
1/27/2018,10am-12pm,21,35,3,,,8,,,32
1/27/2018,10am-12pm,,,,,,,19,,
1/27/2018,12pm-2pm,,,,19,,9,,28,
1/27/2018,2pm-4pm,37,,,30,,20,,38,
1/27/2018,2pm-4pm,,,28,,,,2,,
1/27/2018,4pm-6pm,,37,,,,,30,,
1/27/2018,4pm-6pm,,,,12,8,,,,2
1/27/2018,6pm-8pm,26,,,,,,,,
1/27/2018,6pm-8pm,,,,,,,16,,
1/28/2018,8am-10am,,,,,,,,,
1/28/2018,8am-10am,,,,2,,,,,
1/28/2018,10am-12pm,,31,,,28,3,,13,
1/28/2018,10am-12pm,,,,,,,,,26
1/28/2018,12pm-2pm,,,,8,,,,,21
1/28/2018,12pm-2pm,,,,,13,,,36,
1/28/2018,2pm-4pm,,8,,,,,,,
1/28/2018,2pm-4pm,,,,,,,,,
1/28/2018,4pm-6pm,,,,,,,,20,
1/28/2018,4pm-6pm,,,,,,,,,
1/28/2018,6pm-8pm,10,,,,,,,,19
1/28/2018,6pm-8pm,18,,,,,,,,
1/29/2018,8am-10am,,,,,,,,,
1/29/2018,8am-10am,6,18,8,,,,,,3
1/29/2018,10am-12pm,35,,2,,,,,,
1/29/2018,10am-12pm,,,,,,,,,
1/29/2018,12pm-2pm,,,,,,,17,,2
1/29/2018,12pm-2pm,22,2,,,,8,,,
1/29/2018,2pm-4pm,,,3,30,,20,,,
1/29/2018,2pm-4pm,,,16,15,,,,,
1/29/2018,4pm-6pm,,24,,,,,,,6
1/29/2018,6pm-8pm,,,27,,,,,,
1/30/2018,8am-10am,,,,,,,,13,
1/30/2018,8am-10am,,,39,,27,,,,
1/30/2018,10am-12pm,,,17,,,30,,37,
1/30/2018,10am-12pm,15,,8,,,26,,,
1/30/2018,10am-12pm,,,,,,,,,7
1/30/2018,12pm-2pm,,0,,11,,,,,7
1/30/2018,4pm-6pm,,,,0,,,,,
1/30/2018,6pm-8pm,38,,,,,,,,
1/30/2018,2pm-4pm,,,,,,,,,
1/30/2018,4pm-6pm,,,,,,,,,
1/30/2018,4pm-6pm,,,,,,15,,,
1/30/2018,6pm-8pm,,,,24,,,,,
1/30/2018,6pm-8pm,,,,,,,,,
1/31/2018,8am-10am,27,7,,,19,,31,,
1/31/2018,8am-10am,,,,,36,6,,,24
1/31/2018,10am-12pm,,10,,,,,7,,
1/31/2018,10am-12pm,,,,,9,,,9,31
1/31/2018,12pm-2pm,12,,,,,,,,
1/31/2018,12pm-2pm,4,,13,,,3,,,
1/31/2018,2pm-4pm,,,,23,,,,1,
1/31/2018,4pm-6pm,,,,,27,,,,
1/31/2018,4pm-6pm,,39,25,,,,,,
1/31/2018,6pm-8pm,,,,,,,,8,
1/31/2018,6pm-8pm,,24,,39,,,,,
2/1/2018,8am-10am,,,,,,,,,
2/1/2018,8am-10am,,,,,17,,,,1
2/1/2018,10am-12pm,,,8,10,,0,,,
2/1/2018,12pm-2pm,6,,,,35,,,27,
2/1/2018,10am-12pm,,,,,,,,,
2/1/2018,12pm-2pm,23,,,,,,14,,
2/1/2018,12pm-2pm,,,,,,,8,,17
2/1/2018,2pm-4pm,27,,,,,18,39,,
2/1/2018,4pm-6pm,9,,22,16,,10,,28,16
2/1/2018,2pm-4pm,,,,,,,,,38
2/2/2018,8am-10am,,,,1,,,,,
2/2/2018,8am-10am,,,,,38,,17,,
2/2/2018,10am-12pm,,,,,,15,,,
2/2/2018,10am-12pm,,1,33,4,,,,,9
2/2/2018,12pm-2pm,,16,,,,,,,27
2/2/2018,12pm-2pm,,13,,,,20,,,4
2/2/2018,12pm-2pm,16,,26,,32,36,,,
2/2/2018,2pm-4pm,11,,,,,,,,
2/2/2018,2pm-4pm,,,26,,36,,26,,
2/2/2018,4pm-6pm,,,,,,,,,15
2/2/2018,4pm-6pm,,14,,,36,,16,,
2/3/2018,8am-10am,34,21,,37,28,,,3,25
2/3/2018,8am-10am,,,,,,,,30,
2/3/2018,8am-10am,,31,,18,,,,,0
2/3/2018,10am-12pm,,,,,,,,22,
2/3/2018,10am-12pm,34,,,,,,,,
2/3/2018,12pm-2pm,,15,,,14,,17,,
2/3/2018,12pm-2pm,,,,,2,31,,,
2/3/2018,2pm-4pm,4,7,,,,,,,
2/3/2018,2pm-4pm,,,,,28,,18,,
2/3/2018,4pm-6pm,,,,,,,,,
2/3/2018,6pm-8pm,,,28,,,,,,32
2/3/2018,4pm-6pm,37,,,,,7,,39,
2/4/2018,8am-10am,,,,,,3,,,
2/4/2018,8am-10am,,,,,,38,,,
2/4/2018,10am-12pm,36,,,,5,,,,
2/4/2018,10am-12pm,,,37,,31,,,,
2/4/2018,12pm-2pm,,,,36,36,,3,17,
2/4/2018,12pm-2pm,,,,28,,,34,,
2/4/2018,2pm-4pm,,,,,,,,,
2/4/2018,2pm-4pm,,,,20,,,,,
2/4/2018,4pm-6pm,36,,,35,9,,,,
2/4/2018,4pm-6pm,,,,,,,,,
2/4/2018,6pm-8pm,15,,,,,,,,
2/5/2018,8am-10am,,,,0,19,,,,
2/5/2018,8am-10am,,,35,,,,,,
2/5/2018,10am-12pm,,,,,,,23,,
2/5/2018,10am-12pm,4,,,,,,,6,
2/5/2018,12pm-2pm,,,7,,,,,,
2/5/2018,12pm-2pm,,,,9,,,,,
2/5/2018,12pm-2pm,,,,,,34,,,
2/5/2018,2pm-4pm,,,,,,,4,,
2/5/2018,2pm-4pm,,7,,,,6,13,,
2/5/2018,2pm-4pm,,,,30,6,,4,,37
2/5/2018,4pm-6pm,,,11,,,,,,
2/5/2018,6pm-8pm,,16,,,,,20,,
2/6/2018,8am-10am,,20,,38,,12,,,
2/6/2018,8am-10am,,,,,,,,,
2/6/2018,10am-12pm,,,,,,13,,,
2/6/2018,10am-12pm,,,,,24,,0,,
2/6/2018,10am-12pm,,31,,22,,,,,
2/6/2018,12pm-2pm,,,,23,,,,,
2/6/2018,2pm-4pm,,,,8,12,,24,8,
2/6/2018,4pm-6pm,,3,32,,,,,,
2/6/2018,4pm-6pm,,,,,,,,,
2/6/2018,6pm-8pm,17,,,,7,,,,
2/6/2018,6pm-8pm,18,,,,35,,,,
2/7/2018,8am-10am,,,,,,17,,,
2/7/2018,12pm-2pm,,,1,,,,24,,
2/7/2018,12pm-2pm,,27,,14,23,27,,16,28
2/7/2018,2pm-4pm,,34,,,,,,,
2/7/2018,2pm-4pm,,31,,,,36,,,
2/7/2018,4pm-6pm,,,,,,,,,
2/7/2018,4pm-6pm,,,18,,22,,,,
2/8/2018,6pm-8pm,,13,11,,,,,23,4
2/7/2018,4pm-6pm,,13,,,,,,,
2/7/2018,6pm-8pm,,13,,14,,,6,,
2/8/2018,8am-10am,35,,,,,,,,
2/8/2018,12pm-2pm,,,20,,,,,,
2/8/2018,12pm-2pm,,,,38,,,7,,
2/8/2018,12pm-2pm,,4,,,,,24,,
2/8/2018,2pm-4pm,,,,,,,32,,
2/8/2018,8am-10am,,,37,22,,,,,
2/8/2018,10am-12pm,34,,,34,21,,,,31
2/8/2018,12pm-2pm,,,,7,,,,,
2/8/2018,4pm-6pm,,,,,,,8,,
2/8/2018,4pm-6pm,,,24,,13,,,38,
2/9/2018,8am-10am,,,,,30,,,,24
2/9/2018,8am-10am,,,,,,,,19,
2/9/2018,10am-12pm,10,,7,30,,,,6,
2/9/2018,10am-12pm,25,,28,,,,,,
2/9/2018,12pm-2pm,,,,,,16,,,25
2/9/2018,12pm-2pm,,,,,,,,33,35
2/9/2018,2pm-4pm,19,,,,27,,,,
2/9/2018,4pm-6pm,,,,,,,,,
2/10/2018,8am-10am,,,15,,,36,7,37,
2/10/2018,8am-10am,,,35,,,,,,
2/10/2018,10am-12pm,,,5,,,39,,35,13
2/10/2018,10am-12pm,,,,,,,,,
2/10/2018,12pm-2pm,,25,,,,,,,
2/10/2018,12pm-2pm,,,15,,,10,,26,
2/10/2018,2pm-4pm,,,,,,,,9,
2/10/2018,2pm-4pm,32,,,,,,,,
2/10/2018,4pm-6pm,,12,,17,,9,,,
2/10/2018,4pm-6pm,,2,,,,,,0,
2/10/2018,6pm-8pm,,8,,,21,,,38,19
2/10/2018,6pm-8pm,,,,,,,,33,14
2/11/2018,8am-10am,,,,,,,,5,
2/11/2018,10am-12pm,,,,3,,,,14,
2/11/2018,12pm-2pm,,,,,,12,,,
2/11/2018,12pm-2pm,,,,3,,7,,,
2/11/2018,2pm-4pm,,3,,,,27,,,26
2/11/2018,2pm-4pm,,,,,,,,36,
2/11/2018,4pm-6pm,,,16,,,,,,
2/11/2018,4pm-6pm,,,,28,,36,,,
2/11/2018,6pm-8pm,,,,,17,,,,
2/12/2018,8am-10am,,,,,,,,,
2/12/2018,8am-10am,,,,,,,,,
2/12/2018,8am-10am,3,,,,,,,,27
2/12/2018,10am-12pm,,,,,,,,,
2/12/2018,12pm-2pm,,23,,,,32,,,
2/12/2018,12pm-2pm,,,,,29,,,,
2/12/2018,2pm-4pm,,7,,,33,17,,10,
2/12/2018,2pm-4pm,,,,,,20,,0,17
2/12/2018,4pm-6pm,,,,,,,,,
2/12/2018,6pm-8pm,,,,,,,,28,
2/13/2018,8am-10am,19,,,8,13,33,26,13,
2/13/2018,8am-10am,,10,,16,,,,13,16
2/13/2018,10am-12pm,,9,,27,,,27,,
2/13/2018,12pm-2pm,,,,24,,13,33,,
2/13/2018,12pm-2pm,,12,,,,,,,9
2/13/2018,2pm-4pm,,37,,,,,22,,
2/13/2018,4pm-6pm,15,,,34,,,,,
2/13/2018,4pm-6pm,,,,,,,13,,0
2/13/2018,6pm-8pm,,,,,6,5,,,
2/13/2018,6pm-8pm,,34,25,,,,,4,
2/13/2018,6pm-8pm,2,,,,,,,,
2/14/2018,10am-12pm,,29,,,32,,,,5
2/14/2018,12pm-2pm,,,,,,,,,
2/14/2018,4pm-6pm,,3,,,33,,38,,
2/14/2018,4pm-6pm,,,,,3,,18,7,
2/14/2018,4pm-6pm,,,6,12,,,,,39
2/14/2018,6pm-8pm,,22,15,,,22,,,22
2/14/2018,6pm-8pm,,,,,24,4,9,,8
2/15/2018,10am-12pm,,1,,,,2,,,4
